replacement,player_combat_script,scripts/player_combat_script.txt,"Major rewrites to support modding"
replacement,throw_item,scripts/throw_item.txt,"Handles throwing retail items"
diff,SECT/DRGN1.BIN/40,scripts/DRGN1/40.diff,"Spring Hitter steal item registry"
diff,SECT/DRGN1.BIN/84,scripts/DRGN1/84.diff,"Crafty Thief steal item registry and return stolen gold instead of Bastard Sword"
diff,SECT/DRGN1.BIN/254,scripts/DRGN1/254.diff,"Item tutorial item registry"
diff,SECT/DRGN1.BIN/263,scripts/DRGN1/263.diff,"Fruegel II, Fix for finisher crash"
diff,SECT/DRGN1.BIN/266,scripts/DRGN1/266.diff,"Kongol I, Fix for failed addition counter crash when below 3 characters"
diff,SECT/DRGN1.BIN/284,scripts/DRGN1/284.diff,"Divine Dragon, Load Dart if not in party"
diff,SECT/DRGN1.BIN/294,scripts/DRGN1/294.diff,"Lenus I, Fix for hardcoded char count"
diff,SECT/DRGN1.BIN/302,scripts/DRGN1/302.diff,"Gehrich, Fix finisher crash"
diff,SECT/DRGN1.BIN/330,scripts/DRGN1/330.diff,"Jiango, Remove code that freezes script when dart is not in party"
diff,SECT/DRGN1.BIN/336,scripts/DRGN1/336.diff,"Grand Jewel, Remove hardcoded character count"
diff,SECT/DRGN1.BIN/388,scripts/DRGN1/388.diff,"Zieg, Remove dart check, fix finisher crash when below 3 characters"
diff,SECT/DRGN1.BIN/389,scripts/DRGN1/389.diff,"Melbu, Fix for hardcoded character count"
diff,SECT/DRGN1.BIN/397,scripts/DRGN1/397.diff,"Unknown Script, Fix for hardcoded character count"
diff,SECT/DRGN0.BIN/4308/1,scripts/DRGN0/4308/1.diff,"Dummy burn out item registry + mashing config"
diff,SECT/DRGN0.BIN/4310/1,scripts/DRGN0/4310/1.diff,"Detonate rock item registry + mashing config"
diff,SECT/DRGN0.BIN/4312/1,scripts/DRGN0/4312/1.diff,"Spark net item registry + mashing config"
diff,SECT/DRGN0.BIN/4314/1,scripts/DRGN0/4314/1.diff,"Burn out item registry + mashing config"
diff,SECT/DRGN0.BIN/4318/1,scripts/DRGN0/4318/1.diff,"Pellet item registry + mashing config"
diff,SECT/DRGN0.BIN/4320/1,scripts/DRGN0/4320/1.diff,"Spear frost item registry + mashing config"
diff,SECT/DRGN0.BIN/4322/1,scripts/DRGN0/4322/1.diff,"Spinning gale item registry + mashing config"
diff,SECT/DRGN0.BIN/4326/1,scripts/DRGN0/4326/1.diff,"Trans light item registry + mashing config"
diff,SECT/DRGN0.BIN/4328/1,scripts/DRGN0/4328/1.diff,"Dark mist item registry + mashing config"
diff,SECT/DRGN0.BIN/4338/1,scripts/DRGN0/4338/1.diff,"Thunderbolt item registry + mashing config"
diff,SECT/DRGN0.BIN/4340/1,scripts/DRGN0/4340/1.diff,"Meteor fall item registry + mashing config"
diff,SECT/DRGN0.BIN/4342/1,scripts/DRGN0/4342/1.diff,"Gushing magma item registry + mashing config"
diff,SECT/DRGN0.BIN/4344/1,scripts/DRGN0/4344/1.diff,"Dancing ray item registry + mashing config"
diff,SECT/DRGN0.BIN/4352/1,scripts/DRGN0/4352/1.diff,"Fatal blizzard item registry + mashing config"
diff,SECT/DRGN0.BIN/4356/1,scripts/DRGN0/4356/1.diff,"Black rain item registry + mashing config"
diff,SECT/DRGN0.BIN/4364/1,scripts/DRGN0/4364/1.diff,"Rave twister item registry + mashing config"
diff,SECT/DRGN0.BIN/4382/1,scripts/DRGN0/4382/1.diff,"Sun rhapsody item registry"
diff,SECT/DRGN0.BIN/4386/1,scripts/DRGN0/4386/1.diff,"Healing potion/fog item registry"
diff,SECT/DRGN0.BIN/4390/1,scripts/DRGN0/4390/1.diff,"Healing rain item registry"
diff,SECT/DRGN0.BIN/4392/1,scripts/DRGN0/4392/1.diff,"Moon serenade item registry"
diff,SECT/DRGN0.BIN/4394/1,scripts/DRGN0/4394/1.diff,"Power up item registry"
diff,SECT/DRGN0.BIN/4396/1,scripts/DRGN0/4396/1.diff,"Power down item registry"
diff,SECT/DRGN0.BIN/4398/1,scripts/DRGN0/4398/1.diff,"Speed up item registry"
diff,SECT/DRGN0.BIN/4400/1,scripts/DRGN0/4400/1.diff,"Speed down item registry"
diff,SECT/DRGN0.BIN/4402/1,scripts/DRGN0/4402/1.diff,"Enemy health potion item registry"
diff,SECT/DRGN0.BIN/4404/1,scripts/DRGN0/4404/1.diff,"Sachet item registry"
diff,SECT/DRGN0.BIN/4406/1,scripts/DRGN0/4406/1.diff,"Psyche bomb item registry + mashing config"
diff,SECT/DRGN0.BIN/4408/1,scripts/DRGN0/4408/1.diff,"Burning wave item registry"
diff,SECT/DRGN0.BIN/4410/1,scripts/DRGN0/4410/1.diff,"Frozen jet item registry"
diff,SECT/DRGN0.BIN/4412/1,scripts/DRGN0/4412/1.diff,"Down burst item registry"
diff,SECT/DRGN0.BIN/4414/1,scripts/DRGN0/4414/1.diff,"Gravity grabber item registry"
diff,SECT/DRGN0.BIN/4416/1,scripts/DRGN0/4416/1.diff,"Spectral flash item registry"
diff,SECT/DRGN0.BIN/4418/1,scripts/DRGN0/4418/1.diff,"Night raid item registry"
diff,SECT/DRGN0.BIN/4420/1,scripts/DRGN0/4420/1.diff,"Flash hall item registry"
diff,SECT/DRGN0.BIN/4422/1,scripts/DRGN0/4422/1.diff,"Healing breeze item registry"
diff,SECT/DRGN0.BIN/4424/1,scripts/DRGN0/4424/1.diff,"Psyche bomb item registry"
diff,SECT/DRGN0.BIN/4954/1,scripts/DRGN0/4954/1.diff,"Sandora Elite I, scale magic attack according to character count"
diff,SECT/DRGN0.BIN/5002/1,scripts/DRGN0/5002/1.diff,"Lloyd Instakill, fix character count crash"
diff,SECT/DRGN0.BIN/5006/1,scripts/DRGN0/5006/1.diff,"Lloyd Dome Attack, fix character count crash"
diff,SECT/DRGN0.BIN/5036/1,scripts/DRGN0/5036/1.diff,"Regole Tsunami, fix character count crash"
diff,SECT/DRGN0.BIN/5044/1,scripts/DRGN0/5044/1.diff,"Divine Dragon Leg Swipe, fix character count crash"
diff,SECT/DRGN0.BIN/5054/1,scripts/DRGN0/5054/1.diff,"Dragon Block Staff, fix NoDart and char count crash"
diff,SECT/DRGN0.BIN/5056/1,scripts/DRGN0/5056/1.diff,"Divine Dragon Cannon, dynamic position checking"
diff,SECT/DRGN0.BIN/5068/1,scripts/DRGN0/5068/1.diff,"Shirley transform, fix extremely huge parameter"
diff,SECT/DRGN0.BIN/5072/1,scripts/DRGN0/5072/1.diff,"Shirley transform, fix extremely huge parameter"
diff,SECT/DRGN0.BIN/5078/1,scripts/DRGN0/5078/1.diff,"Lenus I AOE attack, fix character count crash"
diff,SECT/DRGN0.BIN/5152/1,scripts/DRGN0/5152/1.diff,"Virage II Magic AOE, fix character count crash"
diff,SECT/DRGN0.BIN/5156/1,scripts/DRGN0/5156/1.diff,"Virage II Can't Combat, fix character count crash"
diff,SECT/DRGN0.BIN/5184/1,scripts/DRGN0/5184/1.diff,"Virage IV Planet Attack, fix character count crash"
diff,SECT/DRGN0.BIN/5196/1,scripts/DRGN0/5196/1.diff,"Drake Bombs, scale bomb count according to character count"
diff,SECT/DRGN0.BIN/5204/1,scripts/DRGN0/5204/1.diff,"Jiango Falling rocks, fix character count crash"
diff,SECT/DRGN0.BIN/5254/1,scripts/DRGN0/5254/1.diff,"Faust Tornado, fix character count crash"
diff,SECT/DRGN0.BIN/5268/1,scripts/DRGN0/5268/1.diff,"Polter helm command block, fix character count crash"
diff,SECT/DRGN0.BIN/5274/1,scripts/DRGN0/5274/1.diff,"DD Spirit Leg Swipe, fix character count crash"
diff,SECT/DRGN0.BIN/5288/1,scripts/DRGN0/5288/1.diff,"Regole Spirit Tsunami, fix character count crash"
diff,SECT/DRGN0.BIN/5312/1,scripts/DRGN0/5312/1.diff,"Selebus singing, fix character count crash"
diff,SECT/DRGN0.BIN/5316/1,scripts/DRGN0/5316/1.diff,"Selebus zambo hands' manager not getting secondary bobj index, GH#1808"
diff,SECT/DRGN0.BIN/5326/1,scripts/DRGN0/5326/1.diff,"Kubila Froggy, fix character count crash"
diff,SECT/DRGN0.BIN/5334/1,scripts/DRGN0/5334/1.diff,"Zackwell Skeleton, fix character count crash"
diff,SECT/DRGN0.BIN/5344/1,scripts/DRGN0/5344/1.diff,"Zackwell - Lavitz (weird move), fix character count crash"
diff,SECT/DRGN0.BIN/5414/1,scripts/DRGN0/5414/1.diff,"Melbu I Magic Casting, fix character count crash"
diff,SECT/DRGN0.BIN/5418/1,scripts/DRGN0/5418/1.diff,"Melbu I Petrify Move, fix character count crash"
diff,SECT/DRGN0.BIN/5442/1,scripts/DRGN0/5442/1.diff,"Melbu III Planet Attack, fix character count crash"
diff,SECT/DRGN0.BIN/5464/1,scripts/DRGN0/5464/1.diff,"Melbu III Bomb Star Spawn, fix character count crash"
diff,SECT/DRGN0.BIN/5466/1,scripts/DRGN0/5466/1.diff,"Melbu IV Trident Attack, fix character count crash"
diff,SECT/DRGN0.BIN/5468/1,scripts/DRGN0/5468/1.diff,"Melbu IV Wingly Attack, fix character count crash"
diff,SECT/DRGN0.BIN/5474/1,scripts/DRGN0/5474/1.diff,"Melbu IV Tornado, fix character count crash"
diff,SECT/DRGN0.BIN/5478/1,scripts/DRGN0/5478/1.diff,"Melbu IV Singing, fix character count crash, scale effect count according to char count"
diff,SECT/DRGN0.BIN/5518/1,scripts/DRGN0/5518/1.diff,"Fruegel II Cutscene, force-load Dart and Lavitz"
diff,SECT/DRGN0.BIN/5520/1,scripts/DRGN0/5520/1.diff,"Hoax Cutscene, force-load Dart and Lavitz"
diff,SECT/DRGN0.BIN/5524/1,scripts/DRGN0/5524/1.diff,"Doel Death Cutscene, force-load Dart"
diff,SECT/DRGN0.BIN/5528/1,scripts/DRGN0/5528/1.diff,"Lloyd Flanvel Cutscene, force-load Dart"
diff,SECT/DRGN0.BIN/5532/1,scripts/DRGN0/5532/1.diff,"Divine Dragon Death Cutscene, force-load Dart"
diff,SECT/DRGN0.BIN/5538/1,scripts/DRGN0/5538/1.diff,"Lenus Death Cutscene, force-load Dart"
diff,SECT/DRGN0.BIN/5548/1,scripts/DRGN0/5548/1.diff,"Mappi I Cutscene, force-load Dart"
diff,SECT/DRGN0.BIN/5550/1,scripts/DRGN0/5550/1.diff,"Gehrich Cutscene, force-load Dart, Haschel"
diff,SECT/DRGN0.BIN/5560/1,scripts/DRGN0/5560/1.diff,"Virage I Cutscene, force-load Dart, Lavitz, Shana, Rose"
diff,SECT/DRGN0.BIN/5562/1,scripts/DRGN0/5562/1.diff,"Virage II Cutscene, force-load Dart"
diff,SECT/DRGN0.BIN/5572/1,scripts/DRGN0/5572/1.diff,"Urobolus Cutscene, force-load Dart, Lavitz, Shana"
diff,SECT/DRGN0.BIN/5606/1,scripts/DRGN0/5606/1.diff,"Zackwell Cutscene, force-load Dart"
diff,SECT/DRGN0.BIN/5608/1,scripts/DRGN0/5608/1.diff,"Zackwell Cutscene Part 2, force-load"
diff,SECT/DRGN0.BIN/5610/1,scripts/DRGN0/5610/1.diff,"Zieg Cutscene, force-load Dart"
diff,SECT/DRGN21.BIN/36/5,scripts/DRGN21/36/5.diff,"Seles Anim Crash, GH#813"
diff,SECT/DRGN21.BIN/51/1,scripts/DRGN21/51/1.diff,"Hellena Prison Fruegel (I) Cutscenes, flags, widescreen patch"
diff,SECT/DRGN21.BIN/51/2,scripts/DRGN21/51/2.diff,"Hellena Prison Fruegel (I) Cutscenes, Shana, widescreen patch"
